par_nr	head	sentence
206	NA	" "" Kui ma homme kooli ei tule , siis on põhjuseks see , et mu kõht on suurest naermisest haige , "" ütles ta , enne kui ukse tema järel sulgesin . "
206	NA	 Minu kõhulihased on elu jooksul juba üsna kõva trenni saanud , nii et mina popipäeva suhtes erilist lootust ei hellitanud . 
206	NA	 Teadsin surmkindlalt , et hommikul kell kaheksa ootab mind ees matemaatika kontrolltöö — üks jubedamaid asju maailmas . 
206	NA	 Kui asja tõsiselt võtta ... 
206	NA	 Aga milleks peaks oma ihu ja hinge asja eest , teist taga sandistama ? 
206	NA	 Kogu selle loo peale kirjutasin ma aga tol õhtul Chrisile konkurentsi pakkudes ühe luuletuse . 
206	NA	 Siin see on : 
207	NA	 Sa vana narride narr , 
208	NA	 tea , et elu on karm , 
209	NA	 kuid peitu ta eest ära poe , 
210	NA	 peatu korraks vaid ja kümneni loe ... 
211	 11 . 	 11 . 
212	NA	" "" Kuule , Samuelil on varsti sünnipäev . "
212	NA	" Mis me talle kingime ? "" küsis Chris aasta tagasi ühel märtsilõpu pärastlõunal väravast sisse marssides . "
212	NA	 Istusin parajasti trepil ja püüdsin kirjutada kirjandit perekonna tähtpäevadest ning nende tähistamise kommetest . 
213	NA	" "" Samuel ei pea ju sünnipäeva , "" märkisin ma selle peale . "
213	NA	" "" Ja me pole talle kunagi midagi suurt ja erilist kinkinud , sest talle ei meeldi a s j a d e alla mattuda , nagu ta ütleb . "" "
214	NA	" "" Aga üllatused talle ju meeldivad , "" nentis Chris . "
214	NA	" "" Millegagi üllatada võiksime teda siiski . "
214	NA	 Millegagi , mis palju ruumi ei võta . 
214	NA	" Või mis vähemasti aja jooksul kahaneb . "" "
215	NA	" "" Mis asi see selline on , mis aja jooksul kahaneb ? "
215	NA	 Tordi võime talle ju viia , aga ma kardan , et see kahaneb natuke liiga kiiresti . 
215	NA	" Eriti kui sina jaole saad . "" "
216	NA	" "" Nojah , "" ütles Chris ja sügas mõtlikult kukalt . "
216	NA	" "" Järelikult peab see olema vähemasti midagi sellist , mis aja jooksul suuremaks ei lähe , sest Samuel on meie vastu nii kena ja viisakas , et ei vaata kingitud hobusele isegi siis mitte suhu , kui see ta nina all laialt haigutab . "
216	NA	" Pigem kolib ta ise oma majast lageda taeva alla , kui viskab välja meie kingitud a s j a , kui juhtub , et too paisuma hakkab . "" "
217	NA	" "" See a s i võib ju paisuda ka , kui ta oma eksistentsiks tubaseid tingimusi ei nõua , "" arvasin mina . "
217	NA	 Istusime mõlemad seejärel tükk aega vait ja mõtlesime pingsalt , mis võiks küll ometi olla s e e a s i , mida Samuelile kinkida . 
217	NA	 Äkki tuli mulle mõte . 
218	NA	" "" Kuule , kingime Samuelile puu ! "" "
219	NA	" "" Puu ? "
219	NA	" Mis puu ? "" "
220	NA	" "" Noh , mõne sellise praktilise puu , mis vilja ka kannab , mitte ei ilutse niisama . "" "
221	NA	" Chris vaatas mulle pikalt otsa ja ütles siis : "" Aga see on ju väga hea mõte . "
221	NA	" Need Samueli aia õunapuud on juba ürgvanad , viimane aeg noori lisaks istutada . "" "
222	NA	" "" Jah , just nimelt . "" "
223	NA	" "" Ainult et ... me peaks vist kõigepealt aiandusalast lektüüri lehitsema . "
223	NA	" Muidu me ei tea , millal ja kuidas noid puukesi istutada . "" "
224	NA	" "" Mul on ju nõustaja omast käest võtta , "" ütlesin mina ja tõusin püsti . "
224	NA	" "" Ma lähen ja konsulteerin tädi Klaraga . "" "
225	NA	 Tädi arvas , et kuna tänavu on kevad nii varajane , siis võib viljapuid vabalt juba aprillis mulda sokutada . 
225	NA	 Ta selgitas pikalt ja põhjalikult , kuidas puid istutada , millist väetist kasutada , kui sügav auk kaevata ning veel palju muud , mida mul kui algajal aiandushuvilisel oli kasulik kõrva taha panna . 
225	NA	 Tädi oli isegi nõus aitama turul istikuid valida , sest ka tema meelest oli meie plaan suurepärane . 
226	NA	 Samuel tegi meile Chrisiga juba õige ammu selgeks , et oma sünnipäeval ei võta ta kunagi külalisi vastu , kuna too päev on tema meelest iseendaga olemise ning elu üle järelemõtlemise päev , mitte päev labrakate pidamiseks . 
226	NA	 Oleme Chrisiga alati Samueli soovi austanud ning seegi kord seadsime oma sammud tema poole alles sünnipäevajärgsel päeval . 
226	NA	 Oli imeilus kevadine laupäevahommik . 
226	NA	 Kell oli üheksa ringis , kui Chris minu uksest sisse astus . 
226	NA	 Pakkisin parajasti kohupiimapirukat seljakotti . 
226	NA	 Olin seepärast spetsiaalselt kell kuus üles tõusnud , et jõuaksin küpsetamistööga varakult valmis . 
226	NA	 Samuel nimelt armastab väga kõikvõimalikke kooke ja pirukaid . 
227	NA	" "" Ma päris täpselt ei tea , millises seisus sinu muskulatuur on , aga ma arvan , et sina võtad siiski ühe ja mina kaks puukest , "" ütles Chris ning tõstis eeskojas tähtsat reisi oodanud õunapuuistikud sülle . "
228	NA	 Mulle jäänud puukene polnud tõepoolest kerge , õigemini mitte puu ise , vaid suur mullapall , mis ta juurte ümber oli . 
229	NA	" "" Pole viga , "" lohutas Chris . "
229	NA	" "" See missioon väärib verd , higi ja pisaraid . "
229	NA	" Keskpäevaks jõuame ikka sihtpunkti . "" "
230	NA	" "" Mis sa ajad , Samueli majani on siit vaid kaks kilomeetrit . "
230	NA	 Kolme tundi ei võtaks see minek aega isegi siis , kui meil oleks kaamelid 
231	NA	" kukil . "" "
232	NA	" "" Iial ei või teada , "" itsitas Chris . "
233	NA	 Tädi Klara tuli parajasti aiast . 
233	NA	" "" Õnnitlege siis Samueli ikka minu poolt ka , ehkki oma jutu järgi olevat ta niigi õnnelik . "
233	NA	" Aga ega küll küllale liiga tee . "" "
234	NA	 Lubasime lahkesti õnnesoovid üle anda ja asusime oma kandamitega teele . 
234	NA	 Ja see teekond võttis meil aega ... kaks ja pool tundi . 
234	NA	 Aga mitte seetõttu , et iga kümne sammu järel puhkamiseks peatusime , vaid seetõttu , et pea igale vastutulevale külaelanikule tuli aru anda , kuhu me nende istikutega kallil laupäevahommikul sammume ja mida me nendega seal , kuhu me läheme , peale hakkame . 
234	NA	 Püha ristivägi ! 
234	NA	 Nõndaviisi oleks vist säärase arupärimise peale hüüatanud isegi tädi Klara . 
234	NA	 Inimestel on ikka tõepoolest hullupööra igav . 
234	NA	 Sellegipoolest ei saa säärast uudishimu külarahvale pahaks panna , sest me läksime nende puukestega oma koduaedadele kahtlustäratavalt vastupidises suunas . 
234	NA	 Pärast säärase kadalipu läbimist olime aga täiesti kurnatud ning värskendav kasemahl , mida Samuel meile pakkus , pole kunagi nii hea maitsenud kui sel korral . 
235	NA	" "" See siin on minu poolt , see Brita poolt ja see tädi Klara poolt , "" seletas Chris istikuid Samueli ette ladudes . "
235	NA	" "" Pluss muidugi õnnesoovid meilt ja ... ee ... kogu külarahvalt . "" "
236	NA	" "" Tohoh . "
236	NA	" Või ma olen siis äkki nii kuulus mees , "" muheles Samuel . "
236	NA	" "" Kuda teil siis seekord õnnestus kohe kogu küla õnnesoovid kokku koguda ? "" "
237	NA	" "" Neil ei jäänud muud midagi üle , "" seletasin mina . "
237	NA	" "" Inimesed on üldjoontes hästi kasvatatud ning ütlevad paljusid asju isegi siis , kui nad nii ei mõtle . "
237	NA	 Kui me seletasime , kuhu me nende istikutega läheme , siis nägime igasuguseid näoilmeid ja kuulsime kõiksugu kommentaare . 
237	NA	" Aga lõpuks palusid peaaegu kõik sind ka omalt poolt õnnitleda . "" "
238	NA	" "" Jah , ja nüüd saame me nende näoilmete järgi teha päris korralikku statistikat sellest , kes sind ikka veel veidrikuks peab ning keda sina võid nüüdsest kindlalt oma sõbraks pidada , "" teatas Chris kavala häälega . "
238	NA	" "" Nii et tegelikult tuli too ristiretk meile isegi kasuks — saime kasulikke andmeid koguda . "" "
239	NA	 Samueli näoilme aga ütles , et meie kink oli talle tõepoolest meeldiv üllatus . 
239	NA	 Hiliseks pärastlõunaks olid noored õunapuud Samueli aias kohad leidnud ning meie Chrisiga oma tööga igati rahul . 
239	NA	 Samuel oli vahepeal kala praadinud ja ahjukartuleid küpsetanud . 
239	NA	 Pärast väsitavat tööpäeva värskes õhus oli see lausa kuninglik pidusöök . 
239	NA	 Lisaks veel kohupiimapirukas , millest suurema osa jätsin rõõmuga Samuelile ja Chrisile . 
240	NA	" "" Säärasel päeval tunned , et elu on ikka päris ilus , "" ütles Chris pärast söömaaega ahju ees lambanahal pikutades . "
240	NA	" "" Kevad , ilus ilm , aiatöö , ahjupraad , katus pea kohal ja nalja kah päris parasjagu . "
240	NA	" No mis sa hing veel ihkad ! "" "
241	NA	" "" Nojah , aga alati ei ole kõik nii , "" nentisin mina . "
241	NA	" "" Mis sa siis ütled , kui on sügis , ilm on sant , aias pori põlvini , potipõhjas vaid lahjat supilurri ja katus laseb läbi . "
241	NA	" Nalja ei mingit . "" "
242	NA	" "" Siis või ? "
242	NA	" Noh , siis ma mõtlen sääraste päevade peale nagu tänane , ja meel läheb jälle rõõmsaks . "" "
243	NA	" "" Aga oletame , et sul ei tule ühtegi sellist ilusat päeva meelde , mis siis ? "" "
244	NA	" "" Siis ? "
244	NA	 Siis ma mõtlen selle välja . 
244	NA	" Kujutan ette , noh . "" "
245	NA	" "" Kas sa ei arva , et tegelikult võib tuju niimoodi veel sandimaks minna ? "" "
246	NA	" "" No kuule , "" sai Chris nüüd pahaseks . "
246	NA	" "" Säärane inimene , kel sant tuju kuidagi üle ei lähe , ongi virisejaks sündinud ning tõenäoliselt läheks säärase eksemplari tuju kohe laussandiks , kui tal enam millegi üle viriseda poleks . "" "
247	NA	 Samuel hakkas naerma . 
247	NA	" "" Jah , mõne jaoks on virisemine ja hädaldamine kohe omaette mõnu . "
247	NA	 Säärased pole mitte kunagi mitte millegagi rahul . 
247	NA	" Aga tegelikult on tõesti igal halval asjal ka oma hea külg . "" "
248	NA	" "" Aga kui kõik on tõepoolest nii , nagu mina kirjeldasin , kuidas siis see hea külg üles leida ? "" pärisin nüüd Samuelilt . "
249	NA	" "" Asi on mõtlemises . "
249	NA	 Inimene üldiselt mõtleb asjad hullemaks , kui need tegelikult on . 
249	NA	" Üks tark mees on aga öelnud , et tegelikult on ainus viis selgelt mõelda üldse mitte mõelda . "" "
249	NA	 Samuel vaatas meid küsivalt . 
249	NA	" "" Aga kas mitte sel hetkel , kui me kuulame oma südamehäält , ei tee meie mõtlemismasin väikest , kuid ülitähtsat pausi ? "" "
249	NA	 Vaatasime kõik üksteisele otsa . 
249	NA	" Samuel jätkas : "" Ja kui juba süda asjasse sekkub , siis annab ta sulle teada , mis on mis või kes on kes t e g e l i k u l t , ning tema abil leiad sa ka a l a t i lahenduse oma tegelikult üsna tühiste murede vastu . "" "
250	NA	" "" Aga kui mure on ikka kohe päris suur ? "" pärisin ma edasi . "
250	NA	" "" Mitte ainult mure vihmase ilma ja läbitilkuva katuse pärast . "" "
251	NA	 Samuel ajas nüüd jälle silmad kavalalt kissi . 
251	NA	" "" Tahate , ma avaldan teile ühe saladuse ? "" küsis ta poolihääli . "
251	NA	" Meie peanoogutuste peale ütles ta nii : "" Kui sul ikka tõepoolest on oma südamega sõbralikud suhted , siis ei satu sa k u n a g i lootusetult suure mure küüsi . "
251	NA	 Su süda lihtsalt ei lase su mõtlemismasinal nii suuri tonte maalida . 
251	NA	" Ja väikestel tondikestel saab alati naljaga kõhu lahti ehmatada . "" "
252	NA	 Chris hakkas laia häälega naerma ja mina turtsatasin samuti . 
253	NA	" "" Kui kõik on tõepoolest nii lihtne , miks inimese mõistus siis ikkagi neid tonte maalib , mitte ... ee ... lilli , liblikaid ja päikesepaistet ? "" küsisin lõpuks . "
254	NA	" "" Tont seda teab , "" naeris Chris . "
255	NA	" "" Jah , tont seda teab , "" naeris ka Samuel . "
255	NA	" "" Võib-olla on inimene sündind masohhist ja naudib tondi õlalepatsutusi . "" "
256	NA	" "" Jah , nagu nauditakse tapmis- ja tagaajamisfilme , "" arutles Chris . "
256	NA	" "" Kui aga elus juhtub midagi säärast nagu filmis , siis on kisa lahti . "" "
257	NA	" "" Kuule , Samuel , aga räägi meile nüüd , miks sa ikkagi sünnipäeva ei pea ? "" palusin mina . "
257	NA	" "" Mul on vaja kirjutada kirjand perekonna tähtpäevadest ja nende tähistamise kommetest . "
257	NA	" Ehk leian su jutu läbi tollele teemale uue lähenemissuuna . "" "
258	NA	 Samuel valas endale veel piparmünditeed , tõusis siis laua tagant püsti , tuli meie juurde ja võttis lambanahal sisse rätsepaiste . 
258	NA	" Siis vaatas ta meile vidukil silmadega pikalt otsa , torutas huuli ning ütles lõpuks kavala häälega : "" Minu arusaamist mööda peame me ju siin praegu minu sünnipäeva . "" "
259	NA	" "" Einojah , aga ... see on ikka üsna teistmoodi sünnipäevapidamine . "
259	NA	" Õigupoolest käime me ju alalõpmata sul sedaviisi külas , sööme kala ja kooki ja arutleme kõiksugu maailma asjade üle . "" "
260	NA	" "" Ütle kohe otse välja , et sa tahad teada , miks ei toimu suguseltsi kokkutulekut . "
260	NA	" Et kus on sült , rosolje , rosinakringel ja hundijalavesi ? "" "
261	NA	" "" Nojah , noh . "" "
262	NA	" "" Vaata , mina nimelt ei vaja ettekäänet , et viina võtta , kuna ma viina ei võta . "
262	NA	 Ja seetõttu pole ka mõtet suguseltsi jalule ajada , sest karskusseltsi koosolekule nad vaevalt et eriti hääl meelel tuleksid . 
262	NA	 Inimesed tahavad ju alati kõige eest , mis nad teevad , midagi vastu saada , ja kui nad tolle teekonna juba ette võtavad ning toovad mulle kingiks mingeid a s j u , siis loodavad nad selle eest saada korralikult süüa ja juua . 
262	NA	 Aga miks ma peaksin hakkama enda sündimise päeval teisi inimesi toitma-jootma asjade eest , millega mul kõige vähematki peale pole hakata ? 
262	NA	" Mis on teistel inimestel minu sünnipäevaga pistmist peale selle , et saavad korra minu kulul kõhu täis ja jäävad mõneks ajaks ka oma meelemõistusest käraka võtmise läbi ilma ? "" "
262	NA	 Samuel vaatas meid küsivalt . 
263	NA	" "" Kas sa arvad , et inimesed tõesti käivad sünnipäevadel ainult seetõttu , et on säärane komme ja et saab süüa-juua , mitte selleks , et nad sünnipäevalapsest tõepoolest hoolivad ? "" küsisin pärast pikka pausi . "
264	NA	" "" Mulle tundub küll , et sünnipäevapeod on nii mõnigi kord üks suur surmtõsine komejanditamine ja igavuseravi . "
264	NA	" Mu meelest võiks sünnipäeva pidamise lõbu lubada enesele vaid inimene , kes on nii sünni kui ka surma enese jaoks südamehäält appi võttes selgeks mõelnud , sest muidu ei saa mina küll asjale pihta , mistarvis torti vitsutada ja kilgata , et jälle on aasta vanemaks saadud , kui targemaks pole selle aja jooksul saadud mitte üks teps . "" "
264	NA	 Samueli silmisse ilmus taas lõbuskaval helk . 
264	NA	" "" Aga kui sa säärased mõtteavaldused kirja paned , siis võib meil mõlemal hordide kaupa vihavaenlasi tekkida . "" "
265	NA	" "" Noh , aga siis saame me ju selle järgi jällegi statistikat teha , sest vihastab ainult see , kes tõepoolest säärasel silmakirjalikul moel käitub , "" märkis nüüd Chris . "
265	NA	" "" Meid Britaga see jutt küll kuidagi vihale ei ajand . "" "
266	NA	" "" Jah , meie hoolime sinust tõepoolest . "
266	NA	" Aga sa tead ju seda niigi , Samuel . "" "
267	NA	" "" Muidugist . "
267	NA	 Minu süda lausa hõiskab suurest rõõmust , et tema peremehel on kaks nii ustavat sõpra . 
267	NA	" Minusugusel teisitimõtlejal on raske sõpru leida . "" "
268	NA	" "" Aga miks see nii on , et teisitimõtlejaid eriti ei armastata ? "" jätkasin pärimist . "
268	NA	" "" Tegelikult oleks õigem öelda , et lausa ei sallita . "" "
269	NA	" "" Mhm . "
269	NA	 Tead , ma arvan , et säärased äratavad tavainimese oma läägmagusast unest üles . 
269	NA	 Sotsiaalsed reeglid on inimese mõttemaailma nii jäigalt paika pannud , et ta käitub nagu robot — kõik käsud-keelud , käitumismallid , tõekspidamised on talle vanemate ja ühiskonna poolt pähe taotud ning ainuõigeteks tembeldatud . 
269	NA	 Seeläbi võib inimene oma elu juhtimise nii-öelda autopiloodile usaldada — kõik käib päevast päeva oma kindlat rada ning inimene ise võib poolunes ringi liikuda . 
269	NA	 Siis aga tuleb üks jultund tüüp ning ütleb , et on veel tohutult palju teisi võimalusi ja viise oma elu elada , kui viitsid ja eelkõige julged oma südamehäält kuulata ning siis ka oma peaga mõtlema hakata . 
269	NA	" Ajab ju vihale ? "" "
270	NA	" "" Küll ikka inimesed teevad oma elu keeruliseks . "
270	NA	" Mulle tundub , et siin maailmas on kohe kõik valesti , "" ütlesin mina . "
270	NA	" "" Ma vist olen sellisesse ikka jõudnud , kus tahaks kangesti maailmakorda parandama hakata . "" "
271	NA	" "" Mina tahtsin ka kunagi , ainult ma ei teadnud , kust otsast peale hakata , "" muheles Samuel . "
271	NA	" "" Lõpuks jõudsin ma järeldusele , et alustada tuleb iseendast ja lõpetada tuleb ka iseendaga , sest terve ilmaga rinnutsi kokku minnes küll võidulootust ei ole . "
271	NA	 Kel vähegi nuppu , loob oma maailma iseenda südames ega võta ümbritsevat liiga tõsiselt . 
271	NA	 Ja oma süda on see , kes teab kõike kõige paremini . 
271	NA	" Kui ainult lasta tal rääkida ... "" "
271	NA	 Samuel tõusis püsti ja läks uksest välja , lugedes meie seekordse vestlusõhtu momentselt lõpetatuks . 
272	NA	" "" Mulle tundub , et Samuel on see varandus , mida me kunagi teie pööningult otsisime , "" ütles Chris mõne hetke pärast . "
272	NA	" "" Varandus inimese kujul . "
272	NA	" Kogu maailma tarkus on tema sees peidus . "" "
273	NA	" "" Jah , tõepoolest , ja meil on olnud õnne see varandus leida , "" lisasin mina . "
273	NA	" "" Võib-olla poleks meil nüüd tõesti enam tarvis koolis käia ? "" "
274	NA	 Vaatasime teineteisele otsa ja hakkasime naerma . 
274	NA	" "" Aga ei ole mõtet elu nii tõsiselt võtta , et kogu koolisüsteemi boikoteerida , "" ütles Chris meie mõlema mõtte välja . "
274	NA	 Seejärel naersime nii , et lausa luksusime . 
275	 12 . 	 12 . 
276	NA	 Pärast seda , kui Richard kaks aastat tagasi välismaale sõitis , otsustas tädi Marta oma maja maha müüa . 
276	NA	 Ärasõidu põhjuseks tõi Richard selle , et tema ohakauurimist siin piisavalt ei hinnata . 
276	NA	 Seetõttu korjaski ta oma kodinad kokku ja lahkus jäädavalt kallilt kodumaalt , ning üldtuntud tõde , et ükski prohvet pole kuulus omal maal , oli taas kord kinnitust leidnud . 
276	NA	 Mulle tuli selle jutu peale meelde , et ta sai ju mõned aastad tagasi oma uurimistöö eest mingi autasu , kuid selgus , et too oligi pärit mingilt välismaa loodusuurijate seltsilt . 
276	NA	 Kurb lugu , tõepoolest . 
276	NA	 Igatahes võttis tädi Marta kohemaid tolle majamüügi asja käsile ja õige pea pärast Richardi lahkumist sain ma oma ärklitoa aknast jälgida igat masti potentsiaalseid majaostjaid . 
276	NA	 Püüdsin välja nuputada , mis põhjusel võiks üks või teine neist tahta säärasesse kolkakülla kinnisvara soetada . 
276	NA	 Maja iseenesest oli ju päris korralik , ehkki küll mitte euroremonditud , ja ruumi kah parasjagu , kuid kuna asukoht oli üsna küla keskel , siis ei avanenud ühestki aknast eriti pilkupüüdvat vaadet . 
276	NA	 Peale selle oli ka aed üsna korrast ära , sest tädi Marta alati perfektselt lakitud küüned olid aiatöö , tegelikult üleüldse igasuguse töö jaoks täiesti sobimatud . 
276	NA	 Ja tuligi välja , et enamik majavaatajatest otsis kohta , kus saaks suvitada , ning seetõttu oli neil kaks tähtsat nõuet — looduskaunis koht ja privaatsus . 
276	NA	 Kuna aga nood looduskaunid kohad päris ukse all ei asunud ja privaatsusest polnud juttugi , siis hakkas tädi Marta õige pea lootust kaotama . 
277	NA	 Ühel kevadsuvisel päeval vuras aga tädi Marta maja ette uhke hõbedane limusiin . 
277	NA	 Kuna tädi Marta ise ei saanud kuude kaupa Viljakülas kükitada , nagu ta end väljendas , siis oli tädi Klara see , kes pidi soovijatele maja näitama . 
277	NA	 Tollest limusiinist astus välja ilmatuma uhke daam — nahkpükstes punapea , dekoltee nabani ja kingakontsad mitukümmend sentimeetrit kõrged . 
277	NA	 Mõtlesin , et kui ta sääraseid kingi päevast päeva kannab , siis on ta jalalabad jõudnud kindla peale sellisesse väärarengu staadiumisse , et õhtuti tipib ta kikivarvul voodissegi . 
277	NA	 Või on tal ka kõrgekontsalised toatuhvlid ? 
277	NA	 Tormasin kohemaid tädi Klara juurde , et jõuaks teda säärase beibega kohtumiseks veidikegi ette valmistada . 
277	NA	 Tädi läks silmanähtavalt ähmi täis . 
277	NA	 Aga enne , kui ta jõudis minna oma kodukitlit korralikuma kleidi vastu välja vahetama , koputati juba uksele . 
278	NA	" "" Püha Mooses ! "" hüüatas tädi . "
278	NA	" "" Too daame keerab kanna pealt "
279	NA	 ringi , kui näeb , milline kaltsakas tema tulevaseks naabriks võiks 
280	NA	" saada . "" "
281	NA	" "" Mis sa ajad , pole sul häda midagi , "" kinnitasin mina . "
281	NA	" "" Aga kui sa tahad , ma teen ise ukse lahti . "
281	NA	" Siis jõuad end natuke korrastada . "" "
282	NA	 Tädi kahtles küll veidi , kuid heitnud minule ühe hindava pilgu , kiirustaski riideid vahetama . 
283	NA	" "" Siin pidavat elama keegi Klara , kes mulle maja näitab , "" ütles too uhke daam kõrgil ja nõudlikul toonil , kui olin vaevalt jõudnud ukse avada . "
283	NA	 Ei mingit tervitust ega elementaarset viisakust . 
283	NA	 Ta mõõtis mind üleoleval pilgul ja see kõik lõi mind hetkeks rööpast välja , kuid kogusin end kiiresti . 
284	NA	" "" Elab küll ja näitab ka , aga natukene tuleb oodata . "" "
285	NA	" "" Mul ei ole aega oodata , "" põrutas daam . "
286	NA	" Sellisega läheb raskeks , mõtlesin , öeldes samas : "" Paar minutit on ikka aega , rohkem ei lähegi . "" "
287	NA	" "" Mina ei tulnud siia selleks , et oodata . "
287	NA	" Ega ma vorstisabas ole . "" "
287	NA	 Daam keeras otsa ringi ja marssis trepist alla . 
287	NA	 Samal hetkel tuli tädi rutates tagatoast . 
287	NA	 Andsin talle märku kiiremas korras daamile järgneda , sest tädi Marta oleks meid elusalt nahka pistnud , kui sellise majahuvilise käest lasknuksime . 
288	NA	" "" Vabandage , proua , kas teie tahtsite maja näha ? "" hõikas tädi Klara . "
288	NA	 Daam jäi seisma , pööras ümber ja takseeris tädi kriitilisel pilgul . 
288	NA	 Ta näole ilmus vaevumärgatav muie . 
289	NA	" "" No kaua ma pean siin passima , "" ütles ta lõpuks teravalt . "
290	NA	" "" Ma ... ee ... mulle tundus , et te mõtlesite ümber . "" "
290	NA	 Tädi otsis jakitaskust võtmeid . 
291	NA	" "" Mulle tundub , et ma teengi seda kohe , kui ma veel ootama pean . "" "
292	NA	 Tädi kiirustas seepeale tulistjalu ust avama . 
292	NA	 Mina läksin neile järele , igaks juhuks küll ohutusse kaugusse hoides . 
293	NA	 Daam tegi tädi Marta majale sõnagi lausumata mõne minutiga tiiru peale , kõpsutas siis mööda aiateed autoni ja sõitis kummide kriginal minema . 
294	NA	 Vaatasime tädiga teineteisele mõistmatult otsa . 
295	NA	" "" See oli küll ütlemata kummaline daame , "" ütles tädi lõpuks . "
295	NA	" "" Vaene Marta , sedamoodi ei saa ta oma maja eest sentigi . "" "
296	NA	 Järgmisel hommikul veidi pärast kella seitset helises telefon . 
296	NA	 Mõtlesin , et kindla peale on valeühendus , sest kes nii vara ikka helistab , aga eksisin . 
296	NA	 See oli tädi Marta , kes nõudis , et ma kohemaid tädi Klara telefonile kutsuksin . 
296	NA	 Kui tädi kõne lõpetas , tuli ta minu juurde kööki ja istus laua äärde . 
296	NA	 Tükk aega valitses vaikus . 
297	NA	" "" Usud sa nüüd või mitte , aga too eilne vuhva tahab Marta maja ära osta , "" tuli tädi lõpuks vapustava teatega lagedale . "
298	NA	" "" Misasja ??? "" "
299	NA	" "" Jah , oli esitanud ultimaatumi , et kui Marta võtab hinnast veel nii palju maha , kui tema nõuab , siis on kaup koos . "
299	NA	 Sihukestel kuramustel on hea nina , sest ta oli kusagilt välja nuhkinud , et Marta tahab juba tükk aega maja müüa , aga osta ei taha keegi . 
299	NA	 Seetõttu oligi tal jultumust hinda nii palju alla kaubelda . 
299	NA	 Ma küll keelitasin Martat , et ta säärast hullu tükki ei teeks , aga tema kannatus olla katkemas ja seetõttu müüb ta nüüd oma maja esimesele , kes on nõus seda ostma . 
299	NA	 Ja vanadest naabritest pole tal sooja ega külma . 
299	NA	 Seda viimast ütlen mina , sest kindla peale teeb too vuhva sinna majja ööklubi või ... ; või bordelli . 
299	NA	" Ja siis on meie kodurahu igavesti rikutud . "" "
300	NA	 Tädi oli kõike seda rääkides rohkem kui vihane . 
300	NA	 Kasu polnud sellest aga muidugi midagi , sest tädi Marta tegigi selle hullu tüki ära ja müüs oma maja tollele vuhvale , nagu tädi Klara teda nimetas . 
301	NA	 Mõned nädalad hiljem algas naabermaja juures suur sebimine . 
301	NA	 Suured autod sõitsid maja ette , mingid mehed tassisid kõiksugu kaste ja kotte , aknad löödi valla ning nende kaudu visati välja kõik , mis tädi Marta majja oli jätnud , kuid mis ilmselgelt uuele pererahvale meeltmööda polnud . 
301	NA	 Too jant kestis nädal aega . 
301	NA	 Siis jäi äkki kõik kummaliselt vaikseks . 
302	NA	" "" Õhk on põnevusest paks . "
302	NA	" Ja meie oleme ... ootusärevusest oimetud , "" kommenteeris Chris saabunud vaikust . "
303	NA	" "" Mina küll ei usu , et nii uhke daam siia ise elama tuleb , "" arutlesin mina . "
303	NA	" "" Sellistes primitiivsetes tingimustes elamine on temasuguse jaoks kahtlemata hullupööra alandav . "" "
304	NA	 Chrisi külastas aga seepeale luulevaim : 
305	NA	" "" Näis-näis , mis saab sest loost , "
306	NA	 kuid nii ehk naa tuleb öelda toost , 
307	NA	 uue naabri auks , kes teel on siia , 
308	NA	" samas lootes : ehk siiski ei tule ta iial . "" "
309	NA	" "" Sinu talent polegi end ammu ilmutand , "" kommenteerisin mina . "
310	NA	" "" No suurem asi lugu see nüüd küll ei tulnud . "
310	NA	" Mu luulemasin on vist veidike rooste läinud , peaks seda tõepoolest tihedamini käivitama . "" "
310	NA	 Chris kallutas mitu korda pead ühele ja teisele küljele , hingas korra sügavalt sisse ning deklameeris siis üsna hirmuärataval toonil : 
311	NA	  
312	NA	" "" Too daame , kes oli nõnda veider , "
313	NA	 on ehk maffiabossi beibe , 
314	NA	" ja naabermajast saab jõugu pelgupaik . "" "
315	NA	 Chris jäi hetkeks vait , uuris ümbrust , osutas siis sõrmega minule ning lõpetas tolle loo poolsosinal : 
316	NA	  
317	NA	" "" Kuid sina ole vait või muidu oled laip ! "" "
318	NA	" "" No nii õudne see asi nüüd ka olla ei saa , "" võdistasin ma seepeale õlgu ja hakkasin siis naerma . "
318	NA	" "" Aga kui see peaks nii olema , siis saan ma ju materjali kriminaalromaanide tarbeks . "" "
319	NA	" "" Mnjaa . "
319	NA	" Igal halval asjal on tõepoolest ka oma hea külg . "" "
320	NA	 Sellega meie arutelu tol päeval piirdus . 
320	NA	 Mõned nädalad hiljem , ühel hilisel pärastlõunal , kui suvevaheaeg oli just alanud ja mina lesisin võrkkiiges ning vahtisin pilvi , viitsimata raamatutki lugeda , kuulsin äkki autot naabermaja ette sõitvat . 
320	NA	 Läksin väravale , kuid ühtegi hõbedast limusiini ma küll ei märganud . 
320	NA	 Tee ääres seisis hoopis takso . 
320	NA	 Ja taksost tuli välja üks mutikene , kes komberdas kepi najal maja poole . 
320	NA	 Ta jäi iga paari sammu järel seisma , ajas pea kuklasse ja pomises midagi . 
320	NA	 Tema järel kargasid autost välja poiss ja tüdruk , meist vast aasta või paar nooremad . 
