par_nr	head	sentence
320	NA	 Tüdrukul oli käes kaks suurt ja ilmselt rasket kotti , sest ta lohistas neid peaaegu mööda maad . 
320	NA	 No mis see siis nüüd peaks tähendama , mõtlesin mina ja jooksin tuppa , et tädi Klaraga rääkida . 
320	NA	 Tädi aga ei teadnud sugugi rohkem kui mina , kes need tegelased võisid olla . 
321	NA	" "" Võib-olla on tegu hoopis eraalgatusliku abiga puudusekannatajatele , "" arvas Chris , kui rääkisin talle meie uutest naabritest . "
321	NA	" "" Ehk plaanib too uhke daame luua sinna majja hoopistükkis nii laste- kui ka vanadekodu . "" "
322	NA	 Purskasin naerma . 
322	NA	" "" No sinu naljad ei saa ka iial otsa . "
322	NA	" Selline tädi ei tegeleks heategevusega isegi siis mitte , kui ta oleks tõepoolest miljonär . "" "
323	NA	" "" Meil polegi ju tükk aega ühtegi salapärast juhtumit käsitleda olnud , "" itsitas nüüd ka Chris . "
323	NA	" "" Ehk oleks meie kallis kodukülas viimane aeg käivitada nii-öelda naabrivalve projekt . "
323	NA	" Antud olukorras väikeste mugandustega muidugi , sest meie ei valva mitte naabri vara , vaid naabrit ennast . "" "
324	NA	 Ja nõnda me siis hakkasimegi valvama . 
324	NA	 Aga mitte sellepärast , et meil oleks hullupööra igav , vaid , nagu Chris ütles , mina valvasin eesmärgiga inspiratsiooni koguda ja tema valvas puht ohutuse mõttes . 
325	NA	 Järgmisel hommikul kella kümne paiku , kui me Chrisiga minu toas aknalaual istusime ja maisihelbeid krõbistasime , väljus naabermajast meie vaatlusobjekt number üks — suure kandilise lõua , peast eemale hoidvate kõrvade ja peaaegu kiilaks aetud peaga poiss . 
325	NA	 Ta võttis kuurist jalgratta ning kukkus mööda külavaheteed edasi- 
326	NA	 tagasi kimama . 
326	NA	 Keskpäeval väljus majast tüdruk , jalas kõrge kontsaga kingad , seljas läikiv miniseelik ja lumivalge suurte volangidega siidpluus . 
327	NA	" "" Ei tea , kas ta läheb ballile või ? "" arutlesin mina . "
328	NA	" "" Kui tal õnnestub järve äärest mõni konn leida , kes suudluse läbi printsiks muutub , siis küll , "" arvas Chris . "
329	NA	" "" Jah , ka mina ei tea külas elavat ühtegi kuningaperet , kes balle korraldaks , aga kusagile mujale pole ju säärases pidurüüs kallil argipäeva pärastlõunal meie väikeses külas minna . "" "
330	NA	 Tüdruk väljus väravast , kuid veidi aja pärast tuli ta tagasi , jalutas majani , vaatas aknaklaasilt enese peegelpilti , kohendas juukseid ning läks siis uuele ringile . 
331	NA	" "" Ta hakkab mulle Melissat meenutama , "" ütlesin Chrisile ning haigutasin . "
331	NA	" "" Ma lähen viskan end võrkkiike väikesele uinakule . "
331	NA	" Säärased hirmkuumad ilmad mõjuvad mu vaimsele ja füüsilisele tervisele üsna sandistavalt . "" "
331	NA	 Lonkisin trepist alla . 
331	NA	 Vaevalt olin ma aga välja jõudnud , kui Chris oma vaatluspostilt mulle järele kihutas . 
332	NA	" "" Objekt number kolm astus areenile , "" teadustas ta hingeldades . "
332	NA	" "" Ja ma miskipärast arvan , et preili kirjanik sooviks säärase eriskummalise persooni oma mällu jäädvustada . "" "
333	NA	 Ma oleksin tõepoolest soovinud puude vilus veidike tukastada , sest kolmekümnekraadine leitsak röövib minult kogu meelemõistuse ja elujõu , kuid Chris keelas mul kategooriliselt võrkkiiges lesimisest mõeldagi ja vedas mu kättpidi hoopis heki varju , et saaksin naaberaeda kaeda . 
333	NA	 Ja see , keda ma nägin , oli pisike kepi najal komberdav mutike , kes kõva häälega iseendaga rääkis . 
334	NA	" "" Vaata , Magda , kui suureks too puu on kasvand , "" ütles mutike heleda häälega , uurides , pea kuklas , aiatee ääres seisvat kaske . "
334	NA	" Siis jäi ta hetkeks vait ning jätkas hoopis käredamal toonil : "" Aga , Magda , kas too puu ei seisnud ennemalt hoopis teisel pool teed ? "" "
334	NA	" Väikese pausi järel vastas ta taas heledal toonil : "" Oleneb vist sellest , kust poolt vaadata , sest minu meelest on see puu kogu aeg just siin seisnud . "" "
335	NA	 Vaatasime Chrisiga teineteisele tummalt otsa . 
336	NA	" "" Vaene vanainimene , ta vist arvab , et on kusagil , kus ta tegelikult ei ole , "" tähendas Chris . "
337	NA	" "" Jah , ja peale kauba on ta seal k u s a g i l kellegagi , kellega ta seal pole , "" lisasin mina omalt poolt . "
337	NA	 Siis märkasin tädi Klarat kodu poole tulevat ning meie naabrivaatlus jäi selleks korraks pooleli . 
337	NA	 Tädil oli meile aga uudist rääkida . 
337	NA	 Ja just nimelt meie naabrite kohta . 
337	NA	 Selgus , et meie naabermajja tulebki nii-öelda mitteametlik laste- ja vanadekodu . 
337	NA	 Vanaproua nimega Magda olla tolle uhke daame ema . 
337	NA	 Tüdruk ja poiss olla aga daame lapsed Mirjam ja Martin . 
337	NA	 Külarahvas teadvat rääkida , et too uhke proua olla kolkakülla odava maja ostnud seepärast , et vanaproua Magda vanadekodusse paigutamine oleks nõudnud liialt suuri kulutusi ja laste kasvatamiseks polevat tal lihtsalt aega , sest äri vajavat ajamist . 
337	NA	 Teati ka seda , et too daame olla tegelikult hullupööra rikas . 
337	NA	 Aga ahnus algavat ju teadupärast sealt , kus vaesus lõpeb , seetõttu tulevatki daamele kasuks , et nüüd kantseldab ema lapsi ja lapsed ema , ning kui viimane hinge heidab , saab maja jälle maha müüa . 
337	NA	 Nii on rahalised kulutused ema ja laste peale teatud aja vältel minimaalsed . 
338	NA	" "" Sa vaata , kus mõnel on ikka nuppu , kuidas jalgujääjad odaval ja pealtnäha üsna süütul moel eksiili saata , "" märkis seepeale Chris . "
338	NA	" "" Ei tea , kuidas asjaosalised ise pealinnast provintsi pagendamisse suhtuvad ? "" "
339	NA	" "" Ilmselt nii , nagu sõdur Švejk : lõuad pidada ja edasi teenida . "
339	NA	" Muidu visatakse üldse tänavale , "" pakkusin mina . "
340	NA	" "" Jah , lastest ja vanainimestest ei hooli tänapäeval enam keegi , "" lisas tädi Klara veidi kibedalt . "
340	NA	" "" Peaksime minema ja uute naabritega tutvust tegema , siis on neil ehk veidike kergem uude ellu sisse elada . "" "
341	 13 . 	 13 . 
342	NA	 Järgmisel päeval läksimegi uute naabritega tutvust tegema , kaasas kausitäis ahjusooje pirukaid . 
342	NA	 Koputasime uksele , kuid avama ei tulnud kedagi . 
343	NA	" "" Mis ses nüüd tähendab ? "" oli tädi Klara nõutu . "
344	NA	 Kui Chris oleks koos meiega seal ukse taga kükitanud , oleks ta kindla peale pakkunud , et ilmselt on vanaproua hinge heitnud ja lapsed suurest hirmust voodi alla pugenud . 
344	NA	 Tädi Klarale ma muidugi sellist asja ütlema ei hakanud , kuigi tundus kahtlane , et vihmasel pühapäevahommikul ei tule keegi ust avama . 
344	NA	 Tädi koputas veel korra ja kui uks meie nina all ikka suletuks jäi , pöörasime otsa ringi ning hakkasime tagasi kodu poole astuma . 
344	NA	 Olime juba väravani jõudnud , kui kuulsime äkki maja ust avanevat . 
345	NA	" "" Ja mina mõtlesin , et mis kolin see sihuke on , kas sajab rahet või midagist . "
345	NA	" Aga näe , teie vist kopsisite ukse pihta . "" "
345	NA	 Vanaproua Magda komberdas kepi najal trepile . 
346	NA	 Vaatasime tädiga teineteisele nõutult otsa . 
347	NA	" "" Me ... noh , et ... nagu jah ... ee ... mõtlesime uute naabritega tuttavaks saada , "" puterdas lõpuks tädi Klara . "
348	NA	" "" Ega tea , säält taevast võib täna ikke rahet tulla küll , "" arutles Magda hoopistükkis , jättes tädi Klara jutu täiesti tähelepanuta . "
349	NA	 Aga kuna me juba olime tulnud , siis liikusime tagasi maja poole . 
350	NA	" "" Näe , ma mõtlesingi , et eilaõhtase herkulopudru asemel viskaks midagi rammusamat hinge alla , "" teadustas Magda , kui talle kausitäie lihapirukaid ulatasin . "
351	NA	 Tädi Klara läks näost kuidagi väga imelikuks . 
352	NA	" "" Mul on siin limunaadi ja veffermintsi teed . "
352	NA	" Kumba läheb ? "" küsis Magda , kui lõpuks köögis laua taga istusime . "
353	NA	" "" Ma arvan , et võime julgelt viimase kasuks otsustada , "" sosistasin tädile , kes oma tooli peal rahutult niheles , "" sest suure tõenäosusega peab ta silmas piparmünditeed . "" "
354	NA	" "" Kus siis teie lapselapsed on ? "" tegi tädi Klara lõpuks jutuga algust . "
355	NA	 Magda istus meie vastu laua äärde ja toetas käed kepile . 
355	NA	" "" Minu lapselapsed . "
355	NA	 Oot-oot-oot , las ma mõtlen natuke . 
355	NA	" No kus nemad võivad küll olla ? "" "
355	NA	 Magda pobises vaevukuuldavalt midagi arusaamatut . 
355	NA	" "" Eila nad alles olid siin , "" arutles ta siis taas kõva häälega . "
355	NA	" "" Kuulge , nemad vist magavad üleval toas . "
355	NA	" Aga võib-olla ei maga ka . "" "
356	NA	 See , et vanaproua Magda ei teadnud , kus tema lapselapsed on , tundus juba ütlemata imelik . 
356	NA	 Rüüpasime vaikides teed . 
357	NA	" "" Kuidas teile Viljakülas meeldib ? "" küsisin viimaks , sest vaikus oli juba üsna ebamugavaks muutunud . "
358	NA	" "" Küll on nüid ikke kuumad ilmad olnd . "
358	NA	 Just nagu elaks me seal negruskite maal . 
358	NA	 Ei mäletagi , millal viimati nii pikalt küttis . 
358	NA	" Kohe hää , et täna ka tilk vihma tuleb , "" arutles Magda minu küsimuse peale . "
359	NA	 Mõtlesin , et küll oleks hea , kui oleksime Chrisi kaasa kutsunud . 
359	NA	 Küllap oleks tema leidnud mõne efektiivse mooduse , kuidas kindlaks teha , kas naabriproua on peast soe või paneb ta lihtsalt meie kannatust proovile . 
359	NA	 Aga kuna Chrisi ei olnud , tuli mul endal midagi välja mõelda . 
360	NA	" "" Ma arvan , et täna tuleb kohe päris mitu tilka vihma . "
360	NA	 Ei mäletagi , millal viimati nii mitu tilka vihma tuli . 
360	NA	" Negruskid oleksid kohe hullumoodi õnnelikud , kui neilgi sääl nii mitu tilka vihma korraga tuleks . "" "
360	NA	 Piilusin , mis näo Magda minu sellise jutu peale teeb . 
360	NA	 Too heitis minu poole ühe altkulmupilgu ja hetkeks tundus , nagu oleks ta silmist naeruhelk läbi vilksatanud . 
360	NA	 Aga enne , kui ta midagi vastata jõudis , kostus ülemiselt korruselt kõva kolinat . 
361	NA	" "" Sa jeerum ! "
361	NA	" Nüüd kuramused lõhuvad maja maha . "" "
361	NA	 Magda ajas end vaevaliselt laua tagant püsti ja tegi paar sammu trepi suunas . 
361	NA	 Lapselapsed , kelle täpne asukoht siiani selge polnud , kihutasid samal ajal trepist alla , paisates vanaema peaaegu pikali . 
362	NA	" "" Ohoo ! "
362	NA	 Terekest ! 
362	NA	" Või et pidulised juba platsis . "" "
362	NA	 Poisivolask , ilmselgelt perepoeg Martin , prantsatas toolile , kahmas kumbagi kätte lihapiruka ja kukkus vitsutama , nii et rasva pritsis . 
363	NA	" "" Mis pidulised ? "" pärisin mina . "
363	NA	 Tädi Klara kõnevõime oli teadmata suunas jalga lasknud . 
364	NA	" "" Noh , muti saab ju järgmine nädal seitsekümmend viis , "" seletas poiss täis suuga . "
364	NA	 Tüdruk võttis samal ajal kapi pealt limonaadipudeli , heitis pilgu pirukatele , kirtsutas nina ning läks sõnagi lausumata uuesti trepist üles . 
365	NA	 Tädi Klara keelepaelad läksid selle sünnipäevajutu peale jälle valla . 
365	NA	" "" Kas on kohe suured pidustused ette nähtud või ? "" päris ta poisilt poolihääli . "
366	NA	" "" Pidu on pilvini ja täis on nad silmini , "" teadustas Magda eemal pliidi ääres toimetades , näidates sellega , et vähemasti tema kõrvakuulmine on nii auväärses eas rohkem kui korras . "
367	NA	 Tädi Klara tõusis otsustavalt laua tagant püsti . 
368	NA	" "" Täname külalislahkuse eest , aga meil on nüüd aeg minna , "" ütles tädi ja müksas mind , et märkaksin samuti liigutama hakata . "
369	NA	" "" Ega sääl piruka sees hullu lehma liha olnd , "" hüüdis Magda meile hüvastijätuks järele . "
369	NA	" "" Saa veel vanuigi enesele niisuke tõbi külge . "" "
370	NA	 Tädi Klara virutas ukse meie järel pauguga kinni ja ruttas vihaselt porisedes kodu poole . 
370	NA	 Lonkisin talle juhtunu üle aru pidades järele . 
371	NA	 Aga see juubelisünnipäev oli tõepoolest paras labrakas . 
371	NA	 Ja tundus , et see oli rohkem nagu naabriproua tütre pidu , sest Magdat ennast polnud tol pidupäeval mitte kusagil näha . 
371	NA	 Võib-olla pani end tuppa luku taha , et mitte seda väsitavat tramburaid kaasa teha . 
371	NA	 Tütar igatahes purjetas aias külaliste vahel ringi kui emalaev , püüdes ilmselt iga hinna eest näidata , kui tore ja hoolitsev tütar ta on ning kui suurepärase peo on ta kalli ema auks korraldanud . 
371	NA	 Jälgisime Chrisiga sündmuste käiku minu toa aknalaualt ja tegime järelduse , et suhted naabriproua ja tema tütre vahel pole tõepoolest vähimalgi määral kiita . 
371	NA	 Jah , aga Magda viis õnne ikkagi kodus hoida on tema eriskummaline huumorimeel . 
372	 14 . 	 14 . 
373	NA	 See lugu juhtus nädal pärast seda , kui Loreida ja Villi Mesikäpp Viljakülla kolisid . 
373	NA	 Lugu sai alguse sellest , et Loreida nägi Martinit jalgrattaga läbi vihmaveelombi kihutavat , nii et porivesi mitme meetri kaugusele pritsis , ja tegi poisile selle eest korraliku peapesu . 
373	NA	 Järgmisel päeval kuivatas Loreida esimest korda õues pesu . 
373	NA	 Õhtul sellele järele minnes ei leidnud ta aga pesu eest . 
373	NA	 Otse loomulikult tõstis Loreida kohemaid kisa . 
373	NA	 Ja mis te arvate , keda hakkas ta varguses süüdistama ? 
373	NA	 Muidugi Martinit . 
373	NA	 Säärased poisinolgid olla tema meelest potentsiaalsed pätid ja vargad . 
373	NA	 Kui Loreida oli Martini isiku ja elukoha kindlaks teinud , marssis ta otsejoones meie naabrite poole , tõi valjuhäälselt oma süüdistused lagedale ning tahtis hakata läbiotsimist korraldama . 
373	NA	" Kuna vanaproua Magda oli parajasti kirikusse läinud , haaras maruvihane perepoeg ohjad enda kätte ning karjus nii kõvasti , et tõenäoliselt oli ka naaberkülla kuulda : "" Kurat , mis mul teie vanamehe aluspükstega asja . "
373	NA	 Ja isegi kui ma oleksin säärane pervert ja varas- 
374	NA	 taks teiste inimeste ihupesu , ei tassiks ma seda ometi oma koju . 
375	NA	 Ükski varas pole n i i loll . 
375	NA	" Nii et välja meie aiast , kui teil tõendeid pole ! "" "
376	NA	 Loreida kogukas keha pole vist iial nii kiiresti liikunud kui tol päeval , sest Martini sõimu peale põgenes ta meie naaberaiast ja kihutas kodu poole säärase jutiga , nagu oleks teda hüäänkoerte kari taga ajanud . 
377	NA	 Jutud liiguvad aga kiiresti ning õige pea oli too pesu kadumise lugu ja meie naaberaias tehtud skandaal külarahvale teada . 
377	NA	 Ja otse loomulikult selgus ka varas . 
377	NA	 Selleks oli vanapaar Mesikäpa ülemise korruse naaber proua Linda . 
377	NA	 Aga Villi aluspesu ei pannud ta pihta mitte seepärast , et tal näppamise komme küljes oleks . 
377	NA	 Ta tegi seda puhtast harjumusest korjata nöörilt ära kogu sinna riputatud pesu , sest keegi teine seal oma pesu ei kuivatanud . 
377	NA	 Loreida vaeseke seda muidugi ei teadnud ja nii langeski Villi pesu proua Linda saagiks . 
378	NA	 Õige pea viis Loreida taas pesu välja kuivama . 
378	NA	 Pesu oli aga seekord nii palju , et ta tõi seda kohe kahe korviga — algul ühe , seejärel teise . 
378	NA	 Kui ta siis õhtul pesu kokku korjas ja läks esimest korvitäit tuppa viima , sattus Chris parajasti sealt mööduma ja märkas , kuidas Martin teise pesukorvi kallal midagi toimetas , seejärel aga kiiresti jalga lasi . 
378	NA	 Järgmisel hommikul tundus , nagu oleks keegi äkki maruhea anekdoodi liikvele lasknud , sest kõikjalt kostus naeruturtsatusi ning inimesed käisid päev otsa naerul nägudega ringi . 
378	NA	 Kui Chris pärastlõunal meie poole sisse astus , hoidis ta käega kõhust kinni . 
379	NA	" "" Seda ma arvasin , et ega Martin asja niisama jäta . "
379	NA	 Säärase naeruteraapia kuuri peale vaevalt et mul kunagi õllekõhule lootust on . 
379	NA	" Mu kõhulihased on täna nii kõva trenni saand , et nüüd on kohe tükk aega hooletu , "" selgitas Chris ja masseeris kõhtu . "
379	NA	" "" Kuradima hea , kui vahest ikka mõni teine ka nalja teeb , saab ise puhkepäeva võtta . "" "
380	NA	" "" Noh , räägi siis , "" olin mina kannatamatu . "
380	NA	 Tõstsin koogitaldriku Chrisi nina ette , valasin kohvi kruusidesse ja istusin tema vastu köögilaua taha . 
380	NA	 Chris kahmas kohemaid ühe suure koogitüki , kugistas selle alla , hingas sügavalt sisse ning hakkas siis rääkima : 
381	NA	" "" Vaata , sa tead ju , et ühe ühismaja keldris on saun . "
381	NA	 Ja kuna eila oli laupäev , siis otse loomulikult ka saunapäev . 
381	NA	 Neid , kel enestel sauna pole , ikka jagub , ja eilagi oli oma kümmekond meest saunaõhtule kogunenud . 
381	NA	 Nende seas ka Villi Mesikäpp . 
381	NA	 Noh ja otse loomulikult võetakse kaasa puhas pesu , mis pärast sauna selga pannakse . 
381	NA	 Sauna riietusruumis on aga üsna hämar . 
381	NA	 Nii juhtuski , et Villi , silmad ka veel saunaaurudest hägused , tõmbas pärast sauna jahedale õhtule kohaselt jalga pikad helesinised aluspüksid , märkamata , m i l l i s t e pükstega täpsemalt tegu on . 
381	NA	 Kui ta siis aga selja teiste poole keeras , hakkas kogu meesteseltskond mörinal naerma . 
381	NA	 Villil vaesekesel polnd õrna aimugi , mispärast mehed niimoodi naerda hirnuvad . 
381	NA	" Lõpuks ütles üks meestest : "" Kuule , Villi , su vanamoor vist armastab sind kohe hullumoodi . "" "
381	NA	 Villikene aga ei saand ikka asjale pihta . 
381	NA	" Viimaks vedasid mehed ta peegli ette ja keerasid seljaga peegli poole , ja kui too siis üle õla kõõritas — mis sa arvad , mida ta nägi ? "" "
381	NA	" Chris tegi tähendusrikka pausi , aga kuna mina midagi pakkuda ei osanud , jätkas : "" Püksitagumikule oli jämeda lõngaga traageldatud kaks suurt titeroosast riidest pitsilise äärega südant , millele oli suurte kõverate tähtedega kirjutatud : M U S I. "" "
382	NA	" "" Oh sa süda ! "" hüüatasin mina naerma pursates . "
382	NA	" "" Seda see Martin seal pesukorvi kallal siis sehkendas . "
382	NA	" Aga mis Villi selle peale tegi ? "" "
383	NA	" "" Tema kukkus vanduma ja oma vanamoori siunama , et too tahtvat teda ilmselt teiste naerualuseks tehes millegi eest karistada . "" "
384	NA	" "" Einoh , vaene Villi . "" "
385	NA	" "" Noneh . "
385	NA	 Seda enam , et see pole veel kaugeltki kõik . 
385	NA	" Loo tagajärjed olid sellised , et Villi ei läinudki eile pärast sauna koju , vaid hoopis kõrtsi . "" "
385	NA	 Chris jäi hetkeks vait . 
386	NA	" "" Mulle tundub , et nüüd alles hakkab korralikult põnevaks minema , "" ütlesin mina ja kallasin meie kruusid uuesti kohvi täis . "
387	NA	" "" Jah , sest Martin luuras Villi järel ja sai teada , et too on maruvihane . "
387	NA	 Ta jälitas Villit kõrtsini ja jäi ootama , mis edasi saab . 
387	NA	 Edasi juhtus aga see , et Villi võttis nina nii täis , et ei jõudnudki enam koju minna , vaid jäi kõrtsi ette pingile magama . 
387	NA	 Ja Martin kavalpea ei jätnud seda juhust kasutamata . 
387	NA	" Sa ei oska uneski näha , mis ta meelemõistuseta Villiga kõige lõpuks ette võttis . "" "
388	NA	" "" Noh , räägi-räägi ! "" kiirustasin ma Chrisi takka , teades suurepäraselt , et too armastab põnevuse üleskruvimise pause . "
389	NA	" "" Martin nii-öelda "" laenas "" Tagametsa Maali kirju kuke , jootis selle vanaema Magda arstirohtude kapist võetud viinaga täis ning sidus siis pika nööriga Villi jala külge . "
389	NA	 Hommikul , kui kukk oli oma peatäie välja maganud , kukkus ta kukeleegutama , nii et vähe polnd , ehmatades vaese Villi oma magusast unest üles . 
389	NA	 Villi mõistis ilmselt kiiresti , millise hirmsa tükiga ta hakkama on saanud , ja pistis kohemaid , ümbritsevat märkamata , kodu poole liduma . 
389	NA	" Ja kukk muidugi kukeleegutades tema kannul . "" "
390	NA	" "" Aga kust sa seda kõike tead ? "
390	NA	" Kas nägid kohe oma silmaga või ? "" "
391	NA	" "" Seda , kuidas Villi hommikul kodu poole kiirustas , kukk kannul , nägin ma jah . "
391	NA	 Seda nägi vist suurem jagu külarahvast . 
391	NA	 Mina aga läksin kohemaid Villile järele . 
391	NA	 Villi sai alles kodumaja ukse ees aru , et ta jala külge mingi kahtlane nöör on seotud ja et nööri teises otsas on kukk . 
391	NA	 Aga Martin , otse loomulikult , jälitas Villit samuti , sest sündmuste käigu jälgimisele lisaks tuli tal ju kukk koju tagasi toimetada , enne kui keegi haisu ninna oleks saand . 
391	NA	" Nii trehvasimegi Martiniga kokku ja siis rääkiski ta mulle , mis tükiga ta hakkama oli saanud . "" "
392	NA	" "" Einoh , sel Martinil ikka nupp nokib . "
392	NA	 Aga tegelikult on mul Villist isegi kahju . 
392	NA	 Nüüd on ta ju terve külarahva naerualune . 
392	NA	" Kuid tema pole ju süüdi , et ta kaasal nii käre loomus ja suur suuvärk on . "" "
393	NA	 Chris aga tegi sellest loost sellise laulu : 
394	NA	 Kui nööri päält kaduma Villi pesu läks , 
395	NA	 siis liikvele külas läks keelepeks . 
396	NA	 Kuid sellest kasvas õppetund , mis väga õpelik , 
397	NA	 et alusetu süüdistuse iga pole pikk . 
398	 15 . 	 15 . 
399	NA	 Ühel täiesti tavalisel hommikul , kui olime tädiga just hommikusöögi lõpetanud , lendas uks äkki ristseliti lahti ja lävel seisis minu emps , kohver kummagi käe otsas . 
400	NA	" "" Püha jumal , mis nüüd siis lahti on ? "" hüüatas tädi Klara ja kargas laua tagant püsti . "
401	NA	 Minu kõnevõime oli aga suurest ehmatusest hoopis vehkat teinud . 
401	NA	 Vahtisin tummalt empsut , kes nägi kuidagi närb välja . 
402	NA	" "" Sooh , nüüd on see siis tehtud , "" ütles ema väsinud häälega , pani kohvrid seina äärde ritta , viskas kingad jalast ning jäi siis mind silmitsema . "
402	NA	" "" Kus siis kalli-kalli täna jääb ? "" "
403	NA	 Olin ühe hüppega laua tagant püsti ja kargasin emale kaela . 
403	NA	 Ja siis plahvatas pomm . 
403	NA	 Emps tegi ilma pikema sissejuhatuseta teatavaks , et nad olid isaga lahku läinud . 
403	NA	 Õigemini — tema oli isast lahku läinud . 
403	NA	 Mul jäi ausalt öeldes hetkeks süda seisma . 
403	NA	 Nojah , iga päev läheb keegi kellestki lahku , aga et ka minu ema ja isaga midagi sellist juhtuda võiks , polnud mulle küll hetkekski pähe tulnud . 
403	NA	 Aga emps , nagu ta ütles , oli end juba mitu aega kuidagi rahutu ja rahulolematuna tundnud . 
403	NA	 Ning siis ühel ööl nädal tagasi oli ta näinud und , et maa värises ja maja , milles viibis tema ja veel suur hulk rahvast , hakkas kokku kukkuma . 
403	NA	 Emps jõudis unes kaasa haarata vaid mõned riideesemed ja paar raamatut ning sai majast välja sekund enne selle kokkuvarisemist . 
403	NA	 Need aga , kes ei raatsinud oma mammonast loobuda , jäidki igavesti lauahõbedat kokku korjama ... 
403	NA	 Emps ütles , et see unenägu oli tema jaoks kui ilmutus . 
403	NA	 Hommikul ärgates oli tal kohemaid selge , et peab tegema lõpparve oma pea kakskümmend aastat kestnud juuksuritööga , sest muidu võib juhtuda , et ta hakkab klientidel järgemööda päid nulliga paljaks ajama . 
403	NA	 Noh , lihtsalt seetõttu , et tal on sellest tööst täiesti siiber , nagu ta end moodsas keeles väljendas . 
403	NA	 Ja samamoodi otsustas emps teha lõpparve ka papsiga , sest tal oli villand nendest külalistehordidest , kellele uhkusest puhevil paps oma uues ja uhkes euromajas pidevalt ekskursioone korraldas . 
403	NA	 Olgu need siis äripartnerid või jumal teab kust äkki välja ilmunud sugulased alates sõtsedest ja lõpetades sõna otseses mõttes lehma lellepoegadega , kes kõik pidasid iseenesest mõistetavaks , et pärast väsitavat ringkäiku saab kohvilaua taga jalgu puhata ning kreemitorti vitsutada . 
403	NA	 Emps ütles , et tal tekib kohvimürgitus juba ainuüksi kohvi lõhnast , sest aasta jooksul pole olnud peaaegu ühtegi kohvikeetmisest vaba õhtut , hommikutest rääkimata . 
404	NA	" "" Tead , kallis laps , ma olen lihtsalt väsinud , "" seletas ema , kui ma ta pika jutu peale ikka veel sõnagi polnud lausunud . "
404	NA	" "" See vist ongi nüüd see keskeakriis . "
404	NA	" Pealegi — ma hakkasin meelde tuletama , kui vähe me sinuga oleme viimase kümne aasta jooksul saanud koos olla . "" "
404	NA	 Emps vaatas mulle kurva pilguga pikalt otsa . 
404	NA	" "" Häbi tunnistadagi . "
404	NA	 Ja mille nimel see kõik ? 
404	NA	 Aastad lähevad . 
404	NA	 Tööd on rabatud nii et hing niidiga nina otsa . 
404	NA	 Jah , ja raha on selle eest kogunenud , ei saa salata . 
404	NA	 Ja on maja , on mees , on laps , on mitmed autasud tehtud töö eest . 
404	NA	" Aga , imelik küll , süda ei ole rahul . "" "
404	NA	 Ema jäi mõtlikult aknast välja vaatama . 
405	NA	" "" Mis sa nüid siis edasi mõtled ette võtta ? "" küsis tädi Klara . "
405	NA	" "" Ega mul poleks midagi selle vastu , kui sa siin elad . "
405	NA	 Aga sa ise ju nende linnamugavustega naa harjund . 
405	NA	 Põle meil siin vesiklosetti ega seda va mullivanni . 
405	NA	" Kemps on õue pääl ja sauna kütame ikke vaid korra nädalas . "" "
406	NA	" "" Aitäh pakkumast ! "
406	NA	 Ega mul esiotsa polegi kusagile mujale minna . 
406	NA	" Aga ma loodan , et ei pea liiga kaua sulle siin tüliks olema , sest — mul on plaan ! "" "
406	NA	 Empsu silmad särasid äkki kavalalt . 
407	NA	" "" Räägi , emps , räägi ! "" "
407	NA	 Kargasin oma tooli pealt püsti ja tundes end äkki kümneaastasena , kes on hullupööra ema järele igatsenud , istusin empsule pikema jututa sülle ning võtsin tal kaela ümbert kinni . 
408	NA	" Emps kiigutaski mind süles kui väikest last ja ütles : "" Nagu ma aru olen saanud , oled sina mul läbi ja lõhki maapreili ning ei taha linnaelust kuuldagi . "
408	NA	" Ja kuna mulle pole ka tegelikult see linnaelu kunagi eriti meelt mööda olnud , siis — mis oleks kui hakkaksime õige mõlemad metsamoorideks ? "" "
409	NA	" "" Et siis mismoodi ? "" ei taibanud ma kohe . "
410	NA	" "" Noh , kindlasti leidub siin ümbruskonnas mõni maja , kuhu sobiks elama asuda , sest ma mõtlesin maja osta ja kohe päriselt maale kolida . "
410	NA	" Sa oled seda ju alati soovinud . "" "
411	NA	 Olin rohkem kui üllatunud . 
411	NA	" "" Ee ... jah , aga ... ega siis minu pärast . "
411	NA	" Pealegi , siin pole ju kusagilt tööd saada . "" "
412	NA	" "" Ära sa sihukest lolli tükki küll tee , et ennast siia metsakolkasse matad , "" hurjutas tädi Klara . "
412	NA	" "" Sa ju veel noor inimene ja ... ehk lepite Rainigagi veel ära . "
412	NA	 Ma saaks aru , kui sa mõne väiksema suvemajakese tahad soetada , aga midagi suuremat , et päris siia elama tulla — see mõte mata küll maha . 
412	NA	" Sääraseid hetke ajel tehtud otsuseid kahetsetakse õige varsti . "" "
413	NA	" "" Tead , tädi , üks tark inimene on öelnud , et kui Kolumbusel oleks olnud nõuandev komitee , istuks ta tänaseni sadamas , "" pahvatas emps selle peale . "
413	NA	" "" Mina olen oma otsuse teinud ja töö suhtes on mul ka plaan . "
413	NA	 Iga asi lõpeb kord ja algab uus . 
413	NA	 Kõige suurem lollus on vanast kinni hoida ainult seetõttu , et uue ees on hirm . 
413	NA	 Minu süda on selle otsuse ees täiesti rahulik ja kindel . 
413	NA	" Ja ma neaksin end õige pea maapõhja , kui annaksin järele hirmule , mida tekitab minu mõistus . "" "
413	NA	 Empsu silitas mu pead ja ütles siis midagi väga-väga ilusat . 
